,price,Address,area,Bedrooms,Bathrooms,Status,Furnished_status,Price_sqft
1997,4100000.0,other,750.0,2.0,2.0,Ready to Move,Furnished,5466.666666666667
1998,3600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",915.0,2.0,2.0,Ready to Move,Unfurnished,3934.4262295081967
1999,4200000.0,other,1350.0,3.0,2.0,Ready to Move,Unfurnished,3111.111111111112
2000,7300000.0,"Sector 85, Gurgaon, Delhi NCR",1485.0,3.0,3.0,Ready to Move,Unfurnished,4915.824915824916
2001,7000000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1700.0,2.0,3.0,Ready to Move,Unfurnished,4117.64705882353
2002,9000000.0,other,1650.0,3.0,3.0,Ready to Move,Semi-Furnished,5454.545454545455
2003,17500000.0,"Sector 70, Gurgaon, Delhi NCR",2400.0,4.0,4.0,Ready to Move,Semi-Furnished,7291.666666666667
2004,7500000.0,other,570.0,3.0,3.0,Ready to Move,Unfurnished,13157.894736842103
2005,2700000.0,other,980.0,2.0,2.0,Ready to Move,Semi-Furnished,2755.1020408163267
2006,4000000.0,"Crossings Republik, Ghaziabad, Delhi NCR",1150.0,2.0,2.0,Ready to Move,Unfurnished,3478.260869565217
2007,4800000.0,"Sector 120, Noida, Delhi NCR",1075.0,2.0,2.0,Ready to Move,Unfurnished,4465.116279069767
2008,37500000.0,other,5000.0,8.0,7.0,Ready to Move,Semi-Furnished,7500.0
2009,7700000.0,other,1350.0,2.0,2.0,Ready to Move,Unfurnished,5703.703703703704
2010,4450000.0,"NH 24, Ghaziabad, NH 24, Ghaziabad, Delhi NCR",1135.0,2.0,2.0,Ready to Move,Unfurnished,3920.704845814978
2011,8000000.0,other,1808.0,3.0,3.0,Ready to Move,Unfurnished,4424.778761061947
2012,6480000.0,"Sector 84, Gurgaon, Delhi NCR",1350.0,2.0,2.0,Ready to Move,Unfurnished,4800.0
2013,3500000.0,other,1045.0,3.0,2.0,Ready to Move,Unfurnished,3349.282296650718
2014,6500000.0,other,1300.0,2.0,2.0,Ready to Move,Unfurnished,5000.0
2015,11000000.0,other,1164.0,4.0,3.0,Ready to Move,Unfurnished,9450.17182130584
2016,5220000.0,"Chi 5, Greater Noida, Delhi NCR",1494.0,3.0,3.0,Ready to Move,Semi-Furnished,3493.975903614458
2017,6800000.0,"Sector 92, Gurgaon, Delhi NCR",1560.0,3.0,2.0,Ready to Move,Unfurnished,4358.974358974359
2018,4500000.0,other,850.0,2.0,2.0,Ready to Move,Semi-Furnished,5294.117647058823
2019,8740000.0,other,1245.0,2.0,2.0,Ready to Move,Unfurnished,7020.080321285141
2020,11000000.0,"Vaishali, Ghaziabad, Delhi NCR",1800.0,4.0,3.0,Ready to Move,Semi-Furnished,6111.111111111111
2021,13000000.0,other,2525.0,4.0,6.0,Ready to Move,Semi-Furnished,5148.514851485149
2022,5300000.0,other,965.0,2.0,2.0,Ready to Move,Unfurnished,5492.227979274611
2023,4800000.0,other,645.0,2.0,2.0,Ready to Move,Unfurnished,7441.860465116279
2024,5800000.0,other,980.0,3.0,2.0,Ready to Move,Unfurnished,5918.367346938776
2025,7000000.0,other,1755.0,4.0,3.0,Ready to Move,Unfurnished,3988.603988603989
2026,3500000.0,other,800.0,2.0,2.0,Ready to Move,Unfurnished,4375.0
2027,11500000.0,other,1545.0,3.0,3.0,Ready to Move,Unfurnished,7443.365695792881
2028,2500000.0,other,750.0,2.0,2.0,Ready to Move,Semi-Furnished,3333.333333333333
2029,8500000.0,"Sector 104, Gurgaon, Delhi NCR",1446.0,2.0,2.0,Ready to Move,Unfurnished,5878.284923928078
2030,8500000.0,other,1500.0,3.0,3.0,Ready to Move,Unfurnished,5666.666666666667
2031,6500000.0,"Kaushambi, Ghaziabad, Delhi NCR",1250.0,3.0,2.0,Ready to Move,Furnished,5200.0
2032,3780000.0,other,955.0,2.0,2.0,Ready to Move,Unfurnished,3958.115183246073
2033,6820000.0,other,1170.0,3.0,2.0,Ready to Move,Semi-Furnished,5829.059829059829
2034,6000000.0,other,940.0,2.0,2.0,Ready to Move,Furnished,6382.978723404255
2035,4670000.0,"Crossings Republik, Ghaziabad, Delhi NCR",1320.0,3.0,2.0,Ready to Move,Semi-Furnished,3537.878787878788
2036,3200000.0,"Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",890.0,2.0,2.0,Ready to Move,Unfurnished,3595.505617977528
2037,4500000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1100.0,2.0,2.0,Ready to Move,Unfurnished,4090.909090909091
2038,4200000.0,"Indirapuram, Ghaziabad, Delhi NCR",850.0,2.0,2.0,Ready to Move,Unfurnished,4941.176470588235
2039,4200000.0,"Indirapuram, Ghaziabad, Delhi NCR",850.0,2.0,2.0,Ready to Move,Unfurnished,4941.176470588235
2040,3200000.0,other,560.0,2.0,2.0,Ready to Move,Furnished,5714.285714285715
2041,12500000.0,other,1350.0,3.0,3.0,Ready to Move,Furnished,9259.25925925926
2042,13000000.0,other,1728.0,3.0,3.0,Ready to Move,Semi-Furnished,7523.148148148148
2043,13500000.0,other,1950.0,4.0,3.0,Ready to Move,Semi-Furnished,6923.076923076923
2044,7400000.0,"Sector 37C, Gurgaon, Delhi NCR",1345.0,2.0,2.0,Ready to Move,Unfurnished,5501.858736059479
2045,8500000.0,other,900.0,3.0,3.0,Ready to Move,Semi-Furnished,9444.444444444443
2046,7500000.0,other,1398.0,2.0,2.0,Ready to Move,Unfurnished,5364.806866952789
2047,5500000.0,other,1156.0,3.0,2.0,Ready to Move,Unfurnished,4757.785467128027
2048,6200000.0,other,1250.0,3.0,2.0,Ready to Move,Unfurnished,4960.0
2049,6000000.0,"Zeta 1, Greater Noida, Delhi NCR",1730.0,3.0,3.0,Ready to Move,Unfurnished,3468.208092485549
2050,11800000.0,other,1300.0,3.0,2.0,Ready to Move,Semi-Furnished,9076.923076923076
2051,4700000.0,other,950.0,2.0,2.0,Ready to Move,Semi-Furnished,4947.368421052632
2052,8500000.0,other,2095.0,4.0,3.0,Ready to Move,Unfurnished,4057.2792362768496
2053,12000000.0,"Sector 56, Gurgaon, Delhi NCR",1600.0,3.0,2.0,Ready to Move,Furnished,7500.0
2054,12100000.0,other,1800.0,3.0,3.0,Ready to Move,Semi-Furnished,6722.222222222223
2055,2500000.0,other,765.0,2.0,2.0,Ready to Move,Semi-Furnished,3267.97385620915
2056,3000000.0,other,950.0,2.0,2.0,Ready to Move,Unfurnished,3157.894736842105
2057,11500000.0,other,2000.0,3.0,3.0,Ready to Move,Unfurnished,5750.0
2058,9500000.0,other,1687.0,3.0,2.0,Ready to Move,Semi-Furnished,5631.298162418494
2059,5900000.0,other,1317.0,2.0,2.0,Ready to Move,Unfurnished,4479.878511769172
2060,3800000.0,other,1387.0,2.0,2.0,Ready to Move,Unfurnished,2739.72602739726
2061,6200000.0,"Sector 16, Greater Noida, Delhi NCR",1365.0,3.0,2.0,Ready to Move,Semi-Furnished,4542.124542124542
2062,8500000.0,other,1600.0,3.0,3.0,Ready to Move,Unfurnished,5312.5
2063,6500000.0,other,1200.0,3.0,3.0,Ready to Move,Semi-Furnished,5416.666666666667
2064,3500000.0,other,800.0,2.0,2.0,Ready to Move,Semi-Furnished,4375.0
2065,7500000.0,other,1225.0,3.0,2.0,Ready to Move,Unfurnished,6122.448979591837
2066,4500000.0,"Greater Noida West, Greater Noida, Delhi NCR",1224.0,2.0,2.0,Ready to Move,Semi-Furnished,3676.470588235294
2067,18000000.0,"Sector 57, Gurgaon, Delhi NCR",2587.0,3.0,3.0,Ready to Move,Unfurnished,6957.866254348666
2068,3200000.0,"NH 24, Ghaziabad, Delhi NCR",840.0,2.0,2.0,Ready to Move,Unfurnished,3809.5238095238096
2069,3500000.0,"Lal Kuan, Ghaziabad, Delhi NCR",1033.0,2.0,2.0,Ready to Move,Unfurnished,3388.189738625363
2070,9710000.0,other,1765.0,3.0,3.0,Ready to Move,Unfurnished,5501.416430594901
2071,4700000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1245.0,3.0,2.0,Ready to Move,Unfurnished,3775.1004016064257
2072,11500000.0,other,1400.0,3.0,3.0,Ready to Move,Furnished,8214.285714285714
2073,8200000.0,other,1739.0,3.0,3.0,Ready to Move,Unfurnished,4715.353651523864
2074,5500000.0,other,1875.0,3.0,3.0,Ready to Move,Unfurnished,2933.333333333333
2075,17500000.0,other,1740.0,3.0,3.0,Ready to Move,Unfurnished,10057.471264367816
2076,7540000.000000001,other,1985.0,4.0,4.0,Ready to Move,Unfurnished,3798.488664987406
2077,4600000.0,"Sector 92, Gurgaon, Delhi NCR",1000.0,2.0,2.0,Ready to Move,Unfurnished,4600.0
2078,12000000.0,other,2200.0,4.0,3.0,Ready to Move,Semi-Furnished,5454.545454545455
2079,9600000.0,"Kaushambi, Ghaziabad, Delhi NCR",1600.0,3.0,3.0,Ready to Move,Semi-Furnished,6000.0
2080,8500000.0,other,1766.0,3.0,4.0,Ready to Move,Unfurnished,4813.137032842582
2081,5000000.0,other,1680.0,3.0,3.0,Ready to Move,Unfurnished,2976.190476190476
2082,4000000.0,other,900.0,3.0,2.0,Ready to Move,Furnished,4444.444444444444
2083,17500000.0,other,1658.0,3.0,4.0,Ready to Move,Semi-Furnished,10554.885404101327
2084,14000000.0,other,2535.0,4.0,4.0,Ready to Move,Unfurnished,5522.682445759368
2085,6500000.0,other,1573.0,3.0,3.0,Ready to Move,Unfurnished,4132.231404958678
2086,4600000.0,other,940.0,3.0,2.0,Ready to Move,Semi-Furnished,4893.617021276596
2087,5700000.0,other,1316.0,2.0,3.0,Ready to Move,Unfurnished,4331.306990881459
2088,7500000.0,other,1710.0,3.0,2.0,Ready to Move,Semi-Furnished,4385.964912280701
2089,12200000.0,other,1450.0,2.0,2.0,Ready to Move,Unfurnished,8413.793103448275
2090,9000000.0,"Vikaspuri, New Delhi - West, Delhi NCR",1000.0,2.0,2.0,Ready to Move,Unfurnished,9000.0
2091,4400000.0,other,1135.0,2.0,2.0,Ready to Move,Unfurnished,3876.6519823788544
2092,5100000.0,other,900.0,2.0,2.0,Ready to Move,Unfurnished,5666.666666666667
2093,3800000.0,"Gyan Khand 1, Ghaziabad, Delhi NCR",1031.0,2.0,2.0,Ready to Move,Semi-Furnished,3685.741998060136
2094,8550000.0,"Palam Vihar, Gurgaon, Delhi NCR",1200.0,2.0,2.0,Ready to Move,Unfurnished,7125.0
2095,4000000.0,"Govindpuram, Ghaziabad, Delhi NCR",1090.0,2.0,2.0,Ready to Move,Unfurnished,3669.7247706422017
2096,5880000.0,"Sector 168, Noida, Delhi NCR",1465.0,3.0,3.0,Ready to Move,Unfurnished,4013.6518771331057
2097,10500000.0,"Hari Nagar, New Delhi - West, Delhi NCR",1100.0,3.0,2.0,Ready to Move,Unfurnished,9545.454545454546
2098,4800000.0,other,1550.0,3.0,3.0,Ready to Move,Unfurnished,3096.774193548388
2099,11500000.0,other,1750.0,4.0,4.0,Ready to Move,Unfurnished,6571.428571428572
2100,15500000.0,"Sector 56, Gurgaon, Delhi NCR",1800.0,3.0,3.0,Ready to Move,Unfurnished,8611.111111111111
2101,24900000.000000004,other,2225.0,4.0,3.0,Ready to Move,Furnished,11191.01123595506
2102,10100000.0,other,1650.0,3.0,2.0,Ready to Move,Furnished,6121.212121212121
2103,3500000.0,other,990.0,2.0,2.0,Ready to Move,Unfurnished,3535.353535353536
2104,7000000.0,other,1315.0,3.0,2.0,Ready to Move,Unfurnished,5323.19391634981
2105,2500000.0,other,563.0,2.0,2.0,Ready to Move,Unfurnished,4440.497335701599
2106,8700000.0,other,1100.0,2.0,2.0,Ready to Move,Unfurnished,7909.090909090909
2107,5700000.0,other,1150.0,2.0,2.0,Ready to Move,Semi-Furnished,4956.521739130435
2108,6000000.0,other,1530.0,3.0,2.0,Ready to Move,Unfurnished,3921.56862745098
2109,9500000.0,other,2050.0,3.0,3.0,Ready to Move,Semi-Furnished,4634.146341463415
2110,3800000.0,"Sector 70, Faridabad, Delhi NCR",1050.0,2.0,2.0,Ready to Move,Unfurnished,3619.0476190476193
2111,3300000.0,other,975.0,2.0,2.0,Ready to Move,Semi-Furnished,3384.6153846153848
2112,3000000.0,"NH 24, Ghaziabad, Delhi NCR",840.0,2.0,2.0,Ready to Move,Unfurnished,3571.428571428572
2113,6500000.0,other,1235.0,2.0,2.0,Ready to Move,Unfurnished,5263.1578947368425
2114,2500000.0,other,650.0,2.0,2.0,Ready to Move,Semi-Furnished,3846.153846153846
2115,3200000.0,"NH 24, Ghaziabad, Delhi NCR",880.0,2.0,2.0,Ready to Move,Unfurnished,3636.363636363637
2116,3600000.0,"Noida Extension, Noida, Delhi NCR",1106.0,2.0,2.0,Ready to Move,Unfurnished,3254.97287522604
2117,5000000.0,"Noida Extension, Noida, Delhi NCR",1165.0,2.0,2.0,Ready to Move,Semi-Furnished,4291.845493562232
2118,11000000.0,"Vikaspuri, New Delhi - West, Delhi NCR",1200.0,3.0,2.0,Ready to Move,Unfurnished,9166.666666666666
2119,6000000.0,other,1300.0,2.0,2.0,Ready to Move,Unfurnished,4615.384615384615
2120,5000000.0,other,1395.0,3.0,2.0,Ready to Move,Semi-Furnished,3584.229390681004
2121,4000000.0,"Noida Extension, Noida, Delhi NCR",1065.0,2.0,2.0,Ready to Move,Semi-Furnished,3755.868544600939
2122,13000000.0,other,2300.0,4.0,4.0,Ready to Move,Unfurnished,5652.173913043478
2123,9000000.0,"Indirapuram, Ghaziabad, Delhi NCR",1560.0,3.0,2.0,Ready to Move,Semi-Furnished,5769.2307692307695
2124,3500000.0,other,1000.0,2.0,2.0,Ready to Move,Unfurnished,3500.0
2125,6200000.0,"Zeta 1, Greater Noida, Delhi NCR",1240.0,2.0,2.0,Ready to Move,Semi-Furnished,5000.0
2126,2300000.0,other,801.0,2.0,2.0,Ready to Move,Semi-Furnished,2871.410736579276
2127,3600000.0,other,700.0,2.0,2.0,Ready to Move,Furnished,5142.857142857143
2128,3400000.0,other,540.0,2.0,2.0,Ready to Move,Semi-Furnished,6296.2962962962965
2129,3350000.0,other,984.0,2.0,2.0,Ready to Move,Unfurnished,3404.471544715447
2130,6800000.0,other,962.0,3.0,2.0,Ready to Move,Semi-Furnished,7068.607068607069
2131,5400000.0,other,1150.0,2.0,2.0,Ready to Move,Unfurnished,4695.652173913043
2132,4600000.0,"Crossings Republik, Ghaziabad, Delhi NCR",1400.0,2.0,2.0,Ready to Move,Furnished,3285.714285714286
2133,13899999.999999998,"Sector 57, Gurgaon, Delhi NCR",2300.0,4.0,4.0,Ready to Move,Semi-Furnished,6043.478260869564
2134,6500000.0,other,1040.0,2.0,2.0,Ready to Move,Semi-Furnished,6250.0
2135,3600000.0,other,795.0,2.0,2.0,Ready to Move,Unfurnished,4528.301886792453
2136,8500000.0,other,950.0,2.0,2.0,Ready to Move,Unfurnished,8947.368421052632
2137,5500000.0,other,1050.0,3.0,2.0,Ready to Move,Semi-Furnished,5238.095238095239
2138,18000000.0,other,2400.0,4.0,5.0,Ready to Move,Unfurnished,7500.0
2139,4050000.0,other,1150.0,2.0,2.0,Ready to Move,Semi-Furnished,3521.7391304347825
2140,7000000.0,other,1380.0,2.0,2.0,Ready to Move,Unfurnished,5072.463768115942
2141,2500000.0,other,900.0,2.0,2.0,Ready to Move,Unfurnished,2777.777777777778
2142,4100000.0,other,980.0,2.0,2.0,Ready to Move,Unfurnished,4183.673469387755
2143,4200000.0,other,1100.0,3.0,2.0,Ready to Move,Furnished,3818.181818181818
2144,4800000.0,"Crossings Republik, Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1700.0,3.0,3.0,Ready to Move,Unfurnished,2823.529411764706
2145,2800000.0,other,900.0,3.0,2.0,Ready to Move,Unfurnished,3111.111111111112
2146,2980000.0,other,850.0,2.0,2.0,Ready to Move,Unfurnished,3505.8823529411766
2147,7000000.0,other,1195.0,3.0,2.0,Ready to Move,Unfurnished,5857.740585774059
2148,5200000.0,other,1300.0,2.0,2.0,Ready to Move,Unfurnished,4000.0
2149,3600000.0,other,1075.0,2.0,2.0,Ready to Move,Unfurnished,3348.8372093023254
2150,5000000.0,other,970.0,2.0,2.0,Ready to Move,Unfurnished,5154.639175257732
2151,12000000.0,other,2020.0,2.0,2.0,Ready to Move,Semi-Furnished,5940.59405940594
2152,3800000.0,other,632.0,2.0,2.0,Ready to Move,Unfurnished,6012.658227848101
2153,5800000.0,other,1350.0,3.0,2.0,Ready to Move,Furnished,4296.2962962962965
2154,16500000.0,other,1600.0,3.0,2.0,Ready to Move,Unfurnished,10312.5
2155,16000000.0,other,2250.0,3.0,4.0,Ready to Move,Unfurnished,7111.111111111111
2156,9000000.0,other,1910.0,3.0,3.0,Ready to Move,Unfurnished,4712.041884816754
2157,6500000.0,other,1595.0,3.0,3.0,Ready to Move,Unfurnished,4075.235109717869
2158,5200000.0,"Indirapuram, Ghaziabad, Delhi NCR",1100.0,3.0,2.0,Ready to Move,Unfurnished,4727.272727272727
2159,5000000.0,other,959.0,2.0,2.0,Ready to Move,Unfurnished,5213.764337851929
2160,3500000.0,other,900.0,2.0,2.0,Ready to Move,Furnished,3888.8888888888887
2161,20000000.0,other,2072.0,4.0,5.0,Ready to Move,Unfurnished,9652.509652509652
2162,8500000.0,other,1515.0,3.0,3.0,Ready to Move,Semi-Furnished,5610.561056105611
2163,7000000.0,other,1469.0,2.0,3.0,Ready to Move,Unfurnished,4765.146358066712
2164,3800000.0,"Greater Noida West, Greater Noida, Delhi NCR",1130.0,2.0,2.0,Ready to Move,Unfurnished,3362.83185840708
2165,3000000.0,other,535.0,2.0,2.0,Ready to Move,Furnished,5607.476635514019
2166,8500000.0,other,1300.0,2.0,2.0,Ready to Move,Semi-Furnished,6538.461538461538
2167,4000000.0,other,1045.0,2.0,2.0,Ready to Move,Unfurnished,3827.751196172249
2168,8000000.0,other,1015.0,3.0,2.0,Ready to Move,Furnished,7881.773399014778
2169,1800000.0,other,670.0,2.0,2.0,Ready to Move,Unfurnished,2686.567164179105
2170,7000000.0,other,1618.0,2.0,2.0,Ready to Move,Unfurnished,4326.328800988875
2171,19000000.0,other,2000.0,4.0,4.0,Ready to Move,Unfurnished,9500.0
2172,11700000.0,"Sector 49, Gurgaon, Delhi NCR",1600.0,3.0,3.0,Ready to Move,Semi-Furnished,7312.5
2173,6000000.0,other,1575.0,3.0,3.0,Ready to Move,Semi-Furnished,3809.5238095238096
2174,7500000.0,other,1208.0,3.0,3.0,Ready to Move,Unfurnished,6208.609271523179
2175,15000000.0,"Sector 56, Gurgaon, Delhi NCR",2100.0,3.0,3.0,Ready to Move,Unfurnished,7142.857142857143
2176,4700000.0,other,670.0,2.0,2.0,Ready to Move,Semi-Furnished,7014.925373134329
2177,3500000.0,other,1005.0,2.0,2.0,Ready to Move,Unfurnished,3482.587064676617
2178,6500000.0,"Kaushambi, Ghaziabad, Delhi NCR",1175.0,2.0,2.0,Ready to Move,Unfurnished,5531.914893617021
2179,4200000.0,"Zeta 1, Greater Noida, Delhi NCR",1050.0,2.0,2.0,Ready to Move,Semi-Furnished,4000.0
2180,2800000.0,"Sector 79, Gurgaon, Delhi NCR",750.0,2.0,2.0,Ready to Move,Semi-Furnished,3733.3333333333335
2181,7300000.0,"Sector 77, Noida, Delhi NCR",1370.0,2.0,2.0,Ready to Move,Unfurnished,5328.467153284671
2182,16500000.0,other,1600.0,3.0,2.0,Ready to Move,Semi-Furnished,10312.5
2183,11500000.0,other,1730.0,3.0,4.0,Ready to Move,Semi-Furnished,6647.398843930636
2184,3500000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1050.0,2.0,2.0,Ready to Move,Unfurnished,3333.333333333333
2185,7500000.0,other,1032.0,4.0,2.0,Ready to Move,Unfurnished,7267.441860465116
2186,4200000.0,other,1040.0,2.0,2.0,Ready to Move,Unfurnished,4038.4615384615386
2187,15800000.0,other,2200.0,4.0,4.0,Ready to Move,Unfurnished,7181.818181818182
2188,25500000.0,other,3016.0,4.0,4.0,Ready to Move,Unfurnished,8454.907161803714
2189,4300000.0,other,810.0,2.0,2.0,Ready to Move,Semi-Furnished,5308.641975308642
2190,4500000.0,other,802.0,3.0,2.0,Ready to Move,Semi-Furnished,5610.972568578553
2191,25000000.0,other,3400.0,7.0,8.0,Ready to Move,Semi-Furnished,7352.941176470588
2192,6500000.0,other,900.0,2.0,2.0,Ready to Move,Semi-Furnished,7222.222222222223
2193,3800000.0,"Sahibabad, Ghaziabad, Delhi NCR",900.0,2.0,2.0,Ready to Move,Furnished,4222.222222222223
2194,19000000.0,other,2400.0,3.0,3.0,Ready to Move,Semi-Furnished,7916.666666666667
2195,5200000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1155.0,2.0,2.0,Ready to Move,Semi-Furnished,4502.164502164502
2196,10000000.0,other,1550.0,3.0,3.0,Ready to Move,Unfurnished,6451.612903225807
2197,7000000.0,other,1303.0,3.0,2.0,Ready to Move,Unfurnished,5372.217958557176
2198,3700000.0,other,1106.0,2.0,2.0,Ready to Move,Unfurnished,3345.388788426764
2199,2480000.0,other,600.0,2.0,2.0,Ready to Move,Semi-Furnished,4133.333333333333
2200,7059999.999999999,other,1350.0,3.0,3.0,Ready to Move,Semi-Furnished,5229.629629629629
2201,10500000.0,other,1425.0,3.0,2.0,Ready to Move,Unfurnished,7368.421052631579
2202,3500000.0,other,900.0,2.0,2.0,Ready to Move,Semi-Furnished,3888.8888888888887
2203,4900000.0,other,1180.0,2.0,2.0,Ready to Move,Unfurnished,4152.542372881356
2204,12000000.0,other,2099.0,3.0,4.0,Ready to Move,Unfurnished,5717.008099094807
2205,25000000.0,other,2000.0,3.0,3.0,Ready to Move,Semi-Furnished,12500.0
2206,2650000.0,other,700.0,2.0,2.0,Ready to Move,Furnished,3785.714285714286
2207,22500000.0,other,540.0,10.0,10.0,Ready to Move,Furnished,41666.66666666666
2208,14000000.0,"Sector 68, Gurgaon, Delhi NCR",1950.0,3.0,3.0,Ready to Move,Unfurnished,7179.48717948718
2209,4000000.0,other,1100.0,2.0,2.0,Ready to Move,Furnished,3636.363636363637
2210,6000000.0,other,1110.0,2.0,2.0,Ready to Move,Unfurnished,5405.405405405405
2211,4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1200.0,2.0,2.0,Ready to Move,Semi-Furnished,3333.333333333333
2212,3700000.0,other,990.0,2.0,2.0,Ready to Move,Semi-Furnished,3737.373737373737
2213,11000000.0,other,1800.0,3.0,3.0,Ready to Move,Unfurnished,6111.111111111111
2214,27000000.0,other,4000.0,5.0,5.0,Ready to Move,Semi-Furnished,6750.0
2215,5350000.0,"Greater Noida West, Greater Noida, Delhi NCR",1300.0,3.0,2.0,Ready to Move,Unfurnished,4115.384615384615
2216,3500000.0,"Noida Extension, Noida, Delhi NCR",995.0,2.0,2.0,Ready to Move,Unfurnished,3517.5879396984924
2217,9900000.0,other,1290.0,3.0,2.0,Ready to Move,Furnished,7674.418604651163
2218,9000000.0,"Sector 37D, Gurgaon, Delhi NCR",1788.0,3.0,3.0,Ready to Move,Unfurnished,5033.557046979866
2219,3400000.0,other,654.0,2.0,2.0,Ready to Move,Unfurnished,5198.7767584097855
2220,5000000.0,"Sector 120, Noida, Delhi NCR",1077.0,2.0,2.0,Ready to Move,Unfurnished,4642.525533890436
2221,16000000.0,other,2000.0,3.0,3.0,Ready to Move,Semi-Furnished,8000.0
2222,22500000.0,other,1800.0,4.0,4.0,Ready to Move,Furnished,12500.0
2223,19800000.0,other,2560.0,4.0,4.0,Ready to Move,Unfurnished,7734.375
2224,2300000.0,other,850.0,3.0,2.0,Ready to Move,Furnished,2705.8823529411766
2225,30000000.0,other,4200.0,4.0,4.0,Ready to Move,Unfurnished,7142.857142857143
2226,7809999.999999999,"Vaishali, Ghaziabad, Delhi NCR",1350.0,3.0,3.0,Ready to Move,Unfurnished,5785.185185185184
2227,30000000.0,other,4000.0,4.0,3.0,Ready to Move,Unfurnished,7500.0
2228,16000000.0,"Palam Vihar, Gurgaon, Delhi NCR",1950.0,4.0,4.0,Ready to Move,Semi-Furnished,8205.128205128205
2229,16000000.0,other,1800.0,3.0,3.0,Ready to Move,Semi-Furnished,8888.888888888889
2230,6000000.0,other,1437.0,3.0,2.0,Ready to Move,Unfurnished,4175.365344467641
2231,4500000.0,"Sector 4 Vaishali, Ghaziabad, Delhi NCR",1000.0,2.0,2.0,Ready to Move,Semi-Furnished,4500.0
2232,3060000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",875.0,2.0,2.0,Ready to Move,Unfurnished,3497.1428571428573
2233,8500000.0,other,1690.0,3.0,3.0,Ready to Move,Unfurnished,5029.585798816568
2234,6500000.0,other,900.0,3.0,2.0,Ready to Move,Furnished,7222.222222222223
2235,19000000.0,other,2400.0,5.0,4.0,Ready to Move,Furnished,7916.666666666667
2236,9500000.0,other,1625.0,3.0,3.0,Ready to Move,Unfurnished,5846.153846153846
2237,7020000.0,other,1600.0,3.0,3.0,Ready to Move,Unfurnished,4387.5
2238,3350000.0,other,1025.0,2.0,2.0,Ready to Move,Unfurnished,3268.292682926829
2239,27500000.0,other,2658.0,3.0,4.0,Ready to Move,Unfurnished,10346.12490594432
2240,30000000.0,other,3685.0,3.0,3.0,Ready to Move,Furnished,8141.112618724559
2241,9000000.0,other,1100.0,2.0,2.0,Ready to Move,Unfurnished,8181.818181818182
2242,4600000.0,other,1350.0,3.0,2.0,Ready to Move,Semi-Furnished,3407.4074074074074
2243,7750000.0,"Palam Vihar, Gurgaon, Delhi NCR",1145.0,2.0,2.0,Ready to Move,Unfurnished,6768.558951965066
2244,14500000.0,other,3020.0,3.0,3.0,Ready to Move,Unfurnished,4801.324503311258
2245,3500000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1100.0,2.0,2.0,Ready to Move,Unfurnished,3181.818181818182
2246,3300000.0,other,940.0,2.0,2.0,Ready to Move,Unfurnished,3510.6382978723404
2247,3600000.0,other,1120.0,2.0,2.0,Ready to Move,Unfurnished,3214.285714285714
2248,9000000.0,other,1890.0,3.0,3.0,Ready to Move,Semi-Furnished,4761.9047619047615
2249,30000000.0,other,4000.0,5.0,7.0,Ready to Move,Semi-Furnished,7500.0
2250,26500000.0,other,3200.0,4.0,5.0,Ready to Move,Unfurnished,8281.25
2251,6500000.0,"Sector 137, Noida, Delhi NCR",1438.0,3.0,2.0,Ready to Move,Unfurnished,4520.166898470097
2252,46000000.0,other,5400.0,9.0,9.0,Ready to Move,Semi-Furnished,8518.518518518518
2253,25000000.0,other,2700.0,3.0,3.0,Ready to Move,Furnished,9259.25925925926
2254,18500000.0,other,3500.0,3.0,4.0,Ready to Move,Semi-Furnished,5285.714285714285
2255,28000000.0,other,3206.0,4.0,4.0,Ready to Move,Unfurnished,8733.624454148472
2256,11000000.0,other,2175.0,3.0,3.0,Ready to Move,Semi-Furnished,5057.471264367816
2257,4500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1000.0,2.0,2.0,Ready to Move,Semi-Furnished,4500.0
2258,2900000.0,other,965.0,2.0,2.0,Ready to Move,Unfurnished,3005.181347150259
2259,17500000.0,other,2100.0,3.0,3.0,Ready to Move,Semi-Furnished,8333.333333333334
2260,17500000.0,other,2100.0,3.0,3.0,Ready to Move,Semi-Furnished,8333.333333333334
2261,39000000.0,other,7000.0,6.0,6.0,Ready to Move,Unfurnished,5571.428571428572
2262,12600000.0,other,1750.0,3.0,3.0,Ready to Move,Semi-Furnished,7200.0
2263,15000000.0,other,1500.0,3.0,2.0,Ready to Move,Unfurnished,10000.0
2264,16000000.0,other,2390.0,4.0,3.0,Ready to Move,Unfurnished,6694.5606694560665
